Sample	S00017985	S00017986	S00017987	S00017988	S00017989	S00017990	S00017991	S00017992	S00017993	S00017994	S00017995	S00017996	S00017997	S00017998	S00017999	S00018000	S00018001	S00018002	S00018003	S00018004	S00018005	S00018006	S00018007	S00018008	S00018009	S00018010	S00018011	S00018012	S00018013	S00018014	S00018015	S00018016	S00018017	S00018018	S00018019	S00018020	S00018021	S00018022	S00018023	S00018024	S00018025	S00018026	S00018027	S00018028	S00018029	S00018030	S00018031	S00018032	S00018033	S00018034	S00018035	S00018036	S00018037	S00018038	S00018039	S00018040	S00018041	S00018042	S00018043	S00018044	S00018045	S00018046	S00018047	S00018048	S00018049	S00018050	S00018051	S00018052	S00018053	S00018054	S00018055	S00018056	S00018057	S00018058	S00018059	S00018060	S00018061	S00018062	S00018063	S00018064	S00018065	S00018066	S00018067	S00018068	S00018069	S00018070	S00018071	S00018072	S00018073	S00018074	S00018075	S00018076	S00018077	S00018078	S00018079	S00018080	S00018081	S00018082	S00018083	S00018084
PC 31:0; [M-Ac-H]-@6.28	5009.778829	8398.466551	7534.55077	8351.721633	8552.028493	9193.355166	11698.21868	9610.748827	16384.1811	6883.162534	12499.96139	10285.80809	11448.40411	10151.78109	10823.28802	8234.647036	13595.00783	19133.45968	12810.53154		12549.77685	9170.313463	7215.630718	24934.91172	9157.672131	10567.97467	8847.409636	25930.82105	14947.58168	22164.74471	5637.635662	19227.94867		8115.016626	18069.03236	18484.95553		14256.41608	6774.712717	11128.09448		9589.862226	16899.35034	215.6175059	3235.289739	5865.927936	17791.20163			11324.60033	17304.77535	7986.471641	10089.40877	15636.52698	23459.00961		10618.34705	26292.18905	7504.523637	9611.440348	10215.45432	10935.32151	10657.80379	10837.90226	21383.42172	15237.37166	17857.63571	8476.987026	15188.71158	11857.92732	13667.56533	6185.881522	20477.91621		15226.50724	19823.33562	5531.365534	16996.03696	24018.59165	7367.912067	6813.356081	17823.71824	9824.885087	15480.75036	15040.84828	20742.37673		6737.053637	11439.64416	3773.849724	13255.64351	13594.66563	20611.09774	16808.39312	7279.849148	2437.131046	20641.36931	21311.34655	11120.4343	4535.84112
PC 32:0; [M-Ac-H]-@6.66	84536.24963	126542.9463	119096.8511	79400.71729	71390.35245	82703.74474	90371.76158	86012.6967	90865.69298	61081.47755	106304.094	77166.94025	117581.5324	120727.7474	97059.04994	78473.43948	128178.7652	95289.7041	100819.1698	134863.7677	101216.7199	119786.5515	103727.1492	146399.4594	78491.19675	67032.43874	114971.0293	130296.9755	138482.821	85713.88307	118561.2839	136010.9419	133568.1863	97542.18093	129670.9967	115026.2992	123354.2581	127116.2238	107182.3954	75498.68891	114400.3191	68226.76393	123829.7904	341.9800228	83867.71992	128219.0194	84585.47871	90453.87462	142614.2161	92870.97635	111427.4589	78222.13638	91511.40926	66057.51653	86287.52496	78516.09807	90121.79318	111781.0018	69816.91551	68342.98795	92932.76588	74112.36291	76359.68941	103014.4767	93255.92332	97329.3679	96091.81888	103056.6602	126175.4125	83460.44452	134032.7878	75989.61323	122671.2194	82505.84444	84906.72062	133015.2354	93660.38742	96157.98446	89267.31144	81841.82266	107022.9283	115699.7426	88241.04745	111769.5353	97423.53866	184829.8803	99399.39712	79566.64457	64334.00474	127723.091	88814.48167	89841.16321	95138.00306	112073.5266	92857.19659	74144.23226	113752.777	70866.83741	113785.3219	85939.89836
PC 32:1; [M-Ac-H]-@6.15	62941.83797	133822.8709	77637.89212	62569.36245	51759.31715	32710.59655	48636.93071	78309.00744	22895.0017	28577.46696	124138.2575	64796.89741	102366.8074	101285.9067	103290.1333	94584.17201	76925.12447	81143.93715	95825.3339	55768.83442	151568.9514	119975.5979	67088.33602	113285.079	39315.6567	33604.53361	95691.78533	60157.38033	222847.7591	65643.14641	90869.10922	83365.22328	109284.3782	47927.30418	260493.4983	134002.7611	99484.5971	78091.04887	99844.4526	64108.90227	65252.18841	63366.56985	114813.8079	217.1011401	46714.70203	60990.68879	37964.88505	41846.37121	89178.35763	57342.1208	79371.21884	93338.74981	52041.33303	54003.12193	69843.05286	85805.03051	102608.6453	178034.1264	108490.9608	41356.50675	39635.85039	51607.22529	79395.64137	83110.86787	81102.00967	37595.92604	50868.54831	46082.24108	170900.0337	47257.8819	76788.20856	71951.62785	42212.53243	92971.86826	99816.02202	169989.8476	52004.02675	69864.73837	51847.80813	72495.66326	54104.52862	53178.7712	40108.24752	55332.40616	80041.21951	240362.1846	71687.59409	64235.97599	43877.83239	98725.66928	71348.70664	104658.9882	80429.29531	167835.7252	55740.21895	26574.87475	79791.04599	57768.41108	65425.70434	34101.5486
PC 32:2; [M-Ac-H]-@5.65	112925.0255	216883.606	96278.29819	77786.51107	99278.38866	73563.59322	39866.01593	62568.74758	59345.87429	45091.49502	108362.4284	65969.35254	189525.2931	180029.2848	108171.1035	118106.8804	64019.64357	77157.81087	112768.5989	107897.087	142621.8933	106496.7102	102284.553	115890.6981	101180.3803	36723.10176	132341.2298	91006.83961	155670.9219	72731.86291	115066.753	135818.7647	99274.66947	85837.1758	139308.1389	110785.8026	99351.49462	69853.37245	185352.3293	86943.38191	74324.84704	64829.33489	103635.6699	156.5130053	83796.4802	88192.13961	71879.47703	62957.1685	54249.11319	76713.82684	62964.79682	71685.38044	68661.12138	73755.64481	112891.6461	115316.8595	82664.93709	245053.548	75554.82079	34280.57464	72448.1036	81256.30617	114014.4109	153562.1683	116707.6594	67292.16001	77528.99211	72162.03193	131958.8747	66442.08194	143023.2386	85790.49033	107471.7855	69899.32651	148565.781	92908.41315	62756.79231	113100.9977	63859.4027	140304.4224	104778.0193	49528.81265	51326.99198	79210.78124	79402.26485	80144.31872	72709.05545	39195.63666	40921.96853	114082.6442	75384.14839	80872.55525	52488.93694	200595.2321	70840.46224	14069.39836	85931.73557	42928.5857	69220.71644	94272.01208
PC 32:3; [M-Ac-H]-@5.23	1794.500318	7765.00316	1731.402419	2232.231881	3480.585232	2368.118575	727.4998723	2140.676763	1537.732718	834.4064091	4975.637599	1323.350596	10430.2781	4228.249294	3346.226481	4082.187191	3429.730827	2897.145401	2877.20785	3661.540405	5319.979498	2250.222005	2027.641346	8703.478068	2926.929565	780.6318943	4555.90918	3897.753565	9265.840015	1363.624572	4996.210184	4953.091422	4502.467749	2211.489324	4490.36678	4487.389832	6744.034404	2555.081773	4540.094975	4986.406868	2743.728835	3132.836281	2661.986081	99.90492719	2106.968033	3512.169316	2340.798927	177.0264292	1546.94068	3973.31885	3147.6455	5157.54732	6453.850547	2969.24955	6560.249719	5566.164503	9219.546332	9951.348089	6207.793521	1181.261464	859.5367028	1445.579379	2189.715552	5207.995931	6949.748655	1330.894419	1724.029457	2731.853892	2429.695576	2224.926902	4798.861844	2372.979977	3488.767994	1415.05465	4902.715637	5825.732694	671.3692992	5638.229374	6633.264287	5148.27034	2794.093159	1766.317048	5189.452725	5027.527469	850.9212864	4540.381249	1778.737004	761.728177	933.5503564	5891.078542	3713.050088	3077.395031	1798.088863	3832.153459	1500.77924	958.1471583	4945.784879	1078.62645	1121.534815	1307.678476
PC 33:0; [M-Ac-H]-@6.87	12982.0811	17048.29466	14176.22486	5933.941462	11300.085	10243.2636	17677.08064	6986.439878	9451.302811	15933.97804	11234.14069	11493.91886	18405.49111	9513.21577	2050.198922	10992.72543	11603.00735	7793.305211	13283.35673	7599.20487	6431.90555	12693.62861	10588.65195	11753.88862	6493.545794	12093.44867	14701.72131	24177.70684	15542.91625	13982.8525	25921.07239	13279.57317	23170.25331	9006.559455	20156.18545	9692.325332	20732.80708	15174.6293	11093.07751	11017.43897	16084.82143	11914.23814	11590.54882	94.05360353	10639.76447	8380.190809	8152.021551	23971.11653	20779.26488	9071.286862	28923.85711	28329.17431	13193.55805	12169.93439	18706.42017	19498.2733	24690.38136	21695.66579	9470.388486	7144.44619	6441.58759	13446.17926	8906.951658	15330.87633	12886.66667	12384.23157	8808.72053	21935.36144	11238.56931	11609.22241	15567.63441	19762.70815	15875.99345	6314.667062	9292.943531	19681.61025	11656.51228	8549.721084	23703.48833	4506.956435	21127.70051	8640.112979	21866.80599	9315.952557	20037.07201	9174.985205	10397.63816	22350.73698	8828.975019	8102.992155	2829.993075	11588.08685	15881.99209	35199.8479	14540.54677	13459.82268	29329.9615	23913.87507	16899.97686	9648.434837
PC 33:1; [M-Ac-H]-@6.49	20967.18859	51938.19537	30854.59667	21215.9856	18897.70453	16952.38949	27044.17587	26505.64063	16938.69659	33164.62077	32387.72397	27081.29338	28578.49497	30633.98999	29789.17127	31824.64469	28596.2556	28269.77134	31838.95307	21297.79946	29885.53	65451.86363	20739.28886	31511.48673	14141.04325	14230.45498	28348.41011	26295.86018	48361.8619	30940.73507	22780.25547	41884.00179	26136.80281	23128.55833	42620.79196	32591.15426	24533.59223	19698.09971	23803.05061	34885.99354	29665.68134	18729.23018	23020.91601	632.3718126	16166.92999	26834.46092	14236.2037	18760.82547	36124.78816	65708.49739	46417.53555	28618.06553	19883.64003	21902.40549	27500.31478	22821.76444	36951.31594	30548.12568	55861.55189	17553.88867	13666.61962	27896.86132	37326.9859	40994.55239	54819.36607	20187.44982	20745.96435	21135.22133	32458.56113	19533.25741	46965.76485	16204.47033	21083.01586	23723.12105	49078.15141	63528.02362	16398.94328	17376.52096	36110.66776	16528.29487	17775.19625	31607.82932	18455.48111	39234.57648	35009.40008	32952.56404	23170.50472	30094.48972	17331.21132	23835.29145	27023.56924	39333.24033	27157.69821	40634.54913	22534.81259	24721.42368	22152.34699	36221.48387	19455.03483	19637.37897
PC 33:2; [M-Ac-H]-@6.03	44400.15256	43542.59278	38938.88298	43006.67648	29431.17086	44519.9519	30660.97677	40079.19538	44697.71476	28295.88321	40074.73752	31200.0031	56980.00225	57921.82084	36358.66402	48792.52743	35593.37779	30732.38937	38883.07685	50159.77181	52140.93197	53520.30478	34124.08017	38517.25876	39524.28269	22890.55162	45021.64098	51684.99872	52402.04584	30478.74557	40206.63834	36913.82835	67349.69547	27039.29202	32701.91953	41403.97791	28630.00583	24000.37269	34401.47937	37908.59193	85632.30979	26783.46675	46588.70492	357.8482874	40891.9583	70976.38508	27647.51466	26757.15009	32476.16153	46534.94912	20943.21859	39476.97982	15802.34448	24582.1929	36472.52537	30120.46553	42665.04446	52417.23019	26675.72847	22513.73498	28083.7816	26640.05745	29965.28143	29350.72397	48856.64269	27001.68688	30402.729	26596.95637	41331.20218	31007.90939	51643.97948	23187.06001	50719.21362	60288.02584	40599.45095	33933.83403	27207.25186	27386.92967	30703.94502	32876.07881	33447.4573	26077.40274	34041.42615	25923.31813	53526.29142	28576.30939	22937.0804	36511.68036	19671.45109	31993.13668	26936.96706	31034.62825	35936.778	50980.46005	26239.9231	20890.37105	44707.23146	25885.50616	42973.84468	47485.2048
PC 34:1; [M-Ac-H]-@6.72	782710.225	1407519.85	1001798.947	905798.6655	966559.9254	593209.7586	908693.3353	1125310.184	786175.6904	728171.2465	1191928.23	955908.4662	1171473.685	1088684.391	1574343.937	1141450.852	1021893.895	1003339.038	1304664.855	924403.2085	1383423.887	1433779.567	988964.5174	1715137.034	800406.8952	640690.7622	1208781.649	965305.4288	1788668.176	1052443.536	1051891.86	1419622.195	1301358.113	816559.1658	2273336.613	1676247.744	1419201.627	1116030.922	1132508.019	1016789.865	1018862.88	854475.4725	1287358.807	5444.752257	969237.2006	1142961.213	860579.2039	1034042.437	1668916.867	1053706.669	1286775.567	1218261.218	915790.3698	829641.8816	1057557.111	1094377.693	1971759.925	1625635.103	1440300.997	767555.0796	781711.1069	967974.7563	1553561.27	1318608.139	1202725.403	804190.2819	1207312.64	1066933.164	1870276.924	882553.7277	1548328.422	1264745.22	913148.7439	1316830.243	1321252.836	1724879.574	987232.7966	1031708.126	1018018.141	1016698.823	1233583.779	1304231.196	1079188.986	1325108.538	1694919.562	1898640.44	1394137.062	1117035.627	1097537.225	1256451.841	1232323.59	1432350.019	1270205.544	2248179.808	1304518.03	937328.7838	1150566.453	1078824.792	1233214.401	1098023.768
PC 34:2; [M-Ac-H]-@4.80	6876.042154	6432.875149	9550.412899	2228.549403	7527.556977	2791.908852	3585.182471	3488.259289	3003.155691	10663.94516	7036.910907	1844.902895	7925.067247	3074.410131	3716.898151	6844.870183	4253.644652		5848.728314	5323.8128	6735.807766	26250.8182	10702.25105	6460.467388	3501.470746	10173.16866	3328.15568	7306.564599	6075.693079	21477.05243	13283.85088	4755.933366	7991.290097	4587.018289	3486.622305	6640.545917	5744.394924	9659.19758	936.1580474	12125.98956	22303.59936	14744.06004	17163.64149	626.2427776	1884.930387	3448.651936	4227.34031	8345.632063	11486.09457	11817.11539	9384.518792	13202.02438	4058.864831	11646.75913	7889.537237	13241.58504	21068.42067	16354.80537	4579.994354	3355.941839	3061.701225	7042.747185	10162.79	4742.727178	17503.12829	5155.468787	5274.620091	6893.951394	12512.814	3809.692167	5718.232908		22704.31395	2619.874333	9054.814873	8809.410747	6502.7128	2444.953646	5482.090718	9446.031993		15490.71512	2712.680728	1918.368436		5952.31628	11231.10056	8220.559144	4850.144065	3376.54327	5451.603792	1222.408066	5162.49605	8967.789276	6556.208506	3113.776677	20326.10851	4058.320788	3505.613206	2189.995036
PC 34:2; [M-Ac-H]-@6.29	1998355.86	2757582.488	2130613.949	1871632.012	2140256.017	1684306.319	1424373.434	1738461.098	2115721.623	1471156.833	2215670.437	1370028.459	2798767.07	3177167.235	2336174.643	2335138.517	1579835.225	1645983.121	2230779.791	3110754.46	2979287.86	2684975.458	1912040.297	2523687.098	2260739.582	1092819.306	2022515.28	2362774.445	2394493.314	1672112.079	2343450.131	2411932.29	2864713.265	1775292.851	2317139.773	2604450.478	1799801.715	1788135.931	1934209.09	1433378.742	2340131.158	1380394.495	1917540.948	12468.52964	2367230.479	2465938.499	1958102.079	2385154.366	1855763.642	2544671.986	1375998.509	1862353.146	1095603.99	1620373.82	2177323.365	2001343.384	2133310.063	3982998.345	1525737.547	1110306.068	1833164.865	1364677.055	2202797.884	2401896.252	2218924.683	1723848.658	2523907.297	2083514.846	3292331.797	2036482.74	4440639.352	2011486.396	2929459.068	3088314.082	2351293.663	2077890.156	1793742.917	2040156.396	1858168.47	2234767.643	2259247.998	1868010.573	2066617.074	2334209.235	2307343.135	2309636.349	1870307.833	2334667.119	1496297.513	2157844.683	1915929.106	1895905.943	1824015.557	3781905.369	2236507.631	1125738.541	2398959.973	1676310.918	2936147.422	2024757.778
PC 34:2; [M-Ac-H]-@7.61		23166.76215	9434.499908			15922.66911	20603.41297	31325.33242	24615.70174	8062.048187	20749.5334	42708.72405	12805.97897		13483.95751	10774.74758	15458.0376	31092.58314		28181.74258	43270.72247	30371.39289		32478.81007	32500.34764	15005.73617	29520.00781		13512.61659	35843.91521	36402.80023	18183.41403	31414.58086	14810.86962	11562.27803	12082.48844		20043.14885	46370.39116	21962.2085	42408.58602	10765.86005	16656.21465	480.284507		20806.26081	19293.84997	14509.86169	31018.21242	27041.2449		36002.92864	22065.99203	14958.72226		22458.34563	50676.4852		19303.66056	19509.78079	15842.08637	29383.99266	32938.09611	54290.76601	16157.22402	12406.46431	20516.21242	25847.60722	23424.2312	50869.91513	39142.59103	29108.16939	67957.70948		14470.5075	49555.34201		30963.45809	36806.86352		49147.07525	28266.76952		65876.48106	37549.95267	57289.28295	13497.94199			45040.53291	48698.2118		69550.1533	62890.0189	150472.5754	21714.71565	36573.93962	20852.85656	53993.22117	51517.89256
PC 34:3; [M-Ac-H]-@5.85	167077.809	237170.0544	169907.9101	191334.5089	196375.2105	162954.5501	129570.509	184348.6892	149407.7116	117339.1697	212179.3164	148867.9206	236652.2205	223785.3411	237950.0468	308245.8819	126274.8541	121561.4988	247022.4568	214773.3243	263032.8864	177113.6011	219082.0175	179579.191	187425.4083	100530.9365	219970.2608	207402.7405	291586.4344	179239.3579	217410.1805	197935.0591	245542.4289	166524.9911	242263.5206	208735.6483	185601.3114	134775.3364	195724.5052	164554.6824	185045.7122	142876.0778	187442.273	190.7732064	151802.2325	199497.8843	137743.7552	160256.5085	137578.1423	209777.3601	104523.7688	190474.8412	107112.5303	177003.8844	221332.2534	303947.6954	166782.7212	314231.8093	168264.9018	119496.0917	135273.584	147895.2359	203631.1441	234071.849	212763.7325	132268.9605	168217.887	192501.768	244949.6991	178268.1443	259754.2224	196515.6125	192854.69	212998.3962	264041.1553	176478.4349	156603.2744	213291.8755	166316.6077	269337.8833	185550.123	122119.1141	167342.6241	259571.6203	152905.6439	195782.6997	128154.1952	122988.8346	112684.4822	178699.1116	160324.507	137778.7513	155479.1867	283662.5851	169050.4957	64470.91923	173134.155	115530.8282	169455.4468	114905.1756
PC 34:4; [M-Ac-H]-@5.62	22830.1834	57398.34001	40225.44516	21261.73739	34143.2436	23308.6065	18213.30816	32178.28108	24720.53184	16923.54292	43904.91289	29336.80082	53962.11037	39098.40398	36702.82706	41292.41055	46475.89908	36373.74698	42108.04216	31888.65961	45727.55765	19874.50213	34638.73031	31919.17818	30646.30075	11461.9398	45873.9997	42203.77059	91027.08709	28010.78469	37315.82125	45999.1177	36022.09005	25231.82233	45747.37033	52013.80154	64136.01406	32171.9658	121699.5848	52945.71695	16646.88582	28868.43917	24435.95301	39.30486548	27274.34028	35929.73118	30597.84812	12547.10215	15627.95825	41795.21022	24519.39128	33837.77058	45558.03192	37450.80381	43749.21682	41672.87294	38667.99508	49215.16524	32219.78367	13576.21095	15855.55456	22921.78597	44030.57588	54095.81295	36130.88306	21304.32411	35518.31196	25660.16149	46036.71056	24792.81553	46195.64575	26259.03623	23936.7215	14801.72837	36374.02577	35911.76111	20107.59805	40492.00025	32601.25129	65307.76585	28189.18794	21807.32839	31756.99073	25823.3901	40176.72	40523.87781	28314.30008	11867.37676	18944.05372	38196.3699	23031.46024	34516.96638	13930.54312	47758.76738	20748.65393	4989.532145	17921.27792	24190.90298	28896.14865	38492.42428
PC 34:5; [M-Ac-H]-@5.20	3636.243484	5573.235848	5818.297609	1479.719394	1677.479274	1862.143777	238.6448108	1703.647957	3460.42031	673.7904635	2714.267776	1068.998413	7759.033381	5127.744674	3975.678472	3167.77559	1455.901343	5394.51706	4717.998289	6091.548248	2934.947923	2807.660959	1132.007119	8117.096389	2752.808757	2087.496824	5999.905989	7012.863116	6550.879225	12513.69392	3421.160112	2800.776173		3376.886104	2734.503651	3054.064526	6858.930128	3140.678569	7418.510915	2829.855263	1546.088122	3811.436351	9012.734916	91.10253891	1895.237762	5909.606291	1254.180248	2137.575399	2574.069576	3061.89587	1260.512613		3528.218023	3551.766937	3084.446069	4336.494046	17492.837	4480.232555	1435.051315	1228.099215	2012.431618	609.8473704	2316.274326	4881.097883	6017.454278	2334.824774	6299.322383	2542.091011	3088.592515	7217.461673	3342.241098	2863.011778	3751.096211	4431.110958	3888.969533		2128.909345	4700.86181	2344.632073	10108.70236	13964.5699	4275.504291	3319.030999	2583.598373	2107.731782		1358.262857		1250.05441	4323.000849	636.6779568	1175.719824	4103.880948	5358.365209	4022.804692	757.5830063	2855.110306	3963.070395	2003.00092	4356.523079
